paper_id,sampling_stratum,within_field_position,rank_key
PMID:34716354,Chemistry_Materials,4,3f5de5239164832852b180a77a7e4166bb56c2da7a03b5011b46529c3b3be53c
PMID:41233595,Chemistry_Materials,5,409d93912ad4b997eb5b721437c7050aa51b2f6d49f8a6ce032a6b45cce6590f
PMID:41306588,Chemistry_Materials,6,5408be7e8d1a3a54131cef5bfe5d10ad3fced1ab2230c1186f0714cc2c153c5b
PMID:38203551,Chemistry_Materials,7,5f42cea608c8902924205d9843cbf4bc90c4e184059c7e118f2b879d205e7000
PMID:41180196,Chemistry_Materials,8,70843fb82dc38a1ee20ee649d7cb9db24052b78f1e5b53d9764db671cea7b7dc
PMID:36590690,Physics_Engineering,1,036bf1f97715a12e169b4df5fec47245366cac1ed39358e0d186f87273addc63
PMID:40604274,Physics_Engineering,2,20c1cf9f00a09ebb3c017b2a93d61dc3b02b1d10a5aad61d3071714dca36afcd
PMID:41219412,Physics_Engineering,3,23939838548cf4aabe2f33ba89bc94369abc70156763a15f2f52c1606f383b05
PMID:39018359,Physics_Engineering,4,29ca59e5be99527aeb1436aded9d4c3754f0b55f9b5a14e4bdc16e3abfc99fc0
PMID:39895948,Social_Behavioral,1,06b43e90852f2e6439abc2b833c740e062dfbd302704ea7efe5d71a595c1cabf
PMID:41460829,Social_Behavioral,2,09a1dffc1dd9b95ef931028a684313f1fdbe0b41b0a03656ff4e27d3b703d3d1
PMID:39816064,Social_Behavioral,3,19e8ccde396dfcee42d6ba627901a46a370bca7cd6e1b3fa22977a41f8ca8f0f
PMID:39732661,Social_Behavioral,4,1e572b5727bebca09de37d80b2cf73b9984d4ec5088daee705b76a43849094bf
PMID:41563087,Social_Behavioral,5,216c0f523078c864081c6fedb562e5e12728a3c00a91256146d4b2b1a0ef5cf0
PMID:39830509,Social_Behavioral,6,27959b779d6e848191f408c87753fee47fcf550f332230fd8716004416e98bc9
PMID:36305581,Computational_Science,1,02cf9176cd7203e4908c4b200b6ca485d029309147d311df13ecc87699b5af5d
PMID:41193996,Computational_Science,2,05be4bbb9afc5a811a735842803fe847879c67c86c45269838df3fff091f75fd
PMID:34823491,Computational_Science,3,07b6be2b13fc1f182e190fe375a021ae8babf063f10d0752e9efedbe4c71a5ec
PMID:37879938,Computational_Science,4,07ef188ea1832fc3931a70cc4405d6fe001c945c356be3215cbefa45b9983e4e
PMID:36266291,Computational_Science,5,08f77a2cfeec4e35a13c3ad81b7a1f89d2d0d528313ee6356d46cfe23e8b8722
PMID:36422202,Computational_Science,6,0964d219c3bf2e8aa1cc4308332254aacd388fcd9b4c8b42dc3a0e96f6e9b925
PMID:39540287,Computational_Science,7,0ad33d34d1f1df13b7e23718e104c023aea9d6a8c1bbc7f05c4cff03fcae3193
PMID:33217980,Computational_Science,8,0b365b4cdfe982fb7cd7ce6b64c343956c4a8c7e98e8238838f0c83059b1eb75
PMID:36153311,Computational_Science,9,0be799abf61a729cfa062667fb332a4fc209d074a5b284b1049a01cd39073718
PMID:34584066,Computational_Science,10,0e47d1fa6b13755dc08ee3b8aad9492be7ca86c72bcf87eae01a4cc759f0c75c
PMID:41677189,Computational_Science,11,0e9d9b8a4afd59d67b30a25b0d4e9eac09d9bd56a1ae7e50bba45eef4609cacf
PMID:36111561,Computational_Science,12,11d246520318600e38fc7fb8365cc3ba82b40b0b5f98040412ce535885a832d1
PMID:34772950,Computational_Science,13,1b0b3576f8502b3b050a6d6b7697dfed0ae5d6004cbf3066ff9e5835037db180
PMID:41257959,Computational_Science,14,1b627cfea4c34e08cbc7f63fc95ff8dc80abb96d9004f6e7c6a548e3d9eed32a
PMID:36469001,Computational_Science,15,1bddbacd56b278dcdf35af76e0b6dde40a311f0a95e0f9d8a7986170c737ae42
PMID:37796927,Computational_Science,16,1fffd9679fc882e389e50af41d0cd610c36193f80dd075873ee3386981c9010c
PMID:41345772,Computational_Science,17,23a37748c2ed4c9e7b58947bdfaf1b6ef7e6c531c3a805376299f83735230eb7
PMID:41469386,Computational_Science,18,272e907ecca68742f384f35c47d073e8ebd99da019624b8276c092a1a2740c27
PMID:36399471,Computational_Science,19,27819824fcea7ef74e26d82d5d9b259cda09a0b9cc4f8f2fac88d8fa1a3d906d
PMID:33072212,Computational_Science,20,280c6f59b108436143ddfb819e18e423d401aa5f2d28a2421633614c472c1d45
PMID:39732836,Computational_Science,21,294b2d62ebb191fc1b8804a14bf343a3c1bc2391fdbf8a0e2b40ca309a6ca1a1
PMID:41299027,Computational_Science,22,29bb33d56e8418ee31c25318cbe0ba4e558631177f87df966fba508349e35a9e
PMID:38095636,Computational_Science,23,37c4451cc781ca8243128b986d23bb584493cf9c5c69c88f4f005621700518fc
PMID:32925947,Computational_Science,24,3c75c840087da5ab776227872310db98a8971e6d86e9e7089dedfc80b3caa97e
PMID:36380453,Environmental_Earth,1,018dc2447f6f1bff379a1b4ebd3ab98a51cf240d2d707d99fbf3e2dd1de58449
PMID:37935364,Environmental_Earth,2,0310a7eb71506314e454bfe0af135354298e9daa836d6f27fc2dffdc759a6ef0
PMID:33954783,Environmental_Earth,3,056c966473c21999b7b1cbf246513268b666facbfbe8ecc27e20d25bdd368ff6
PMID:33368254,Environmental_Earth,4,07862f75a02b2f1f90e516fee5d60732216ffcdbc3970f389c0af9e336c773d6
PMID:40304046,Environmental_Earth,5,092ccf65ca3497d78ab5fa723e9b42ee1dcd597560b245854ad8363b2c9c81a9
PMID:34176322,Environmental_Earth,6,0fd65aef879bedc123e965b918df3d78754b9223327f0a2cd0c0dcbd4be6fdc0
PMID:33268805,Environmental_Earth,7,1b1456a8ec0eb2049b9af3d0ef5a7b4ea3320d93cc9e97a2b5663d2b0ef97310
PMID:32724106,Environmental_Earth,8,1d16ad234b7c4b7021e3cc257aaf57251333aeb048e9e3aac36405248fc0f2d1
PMID:40373015,Environmental_Earth,9,1d5264187e6ff56ef76121ee1c1d7ec115714d680739acec31cff5e959c84aef
PMID:33449384,Environmental_Earth,10,200e17db8376d0e3de810c236411f1f804289ceaf9164daa017436ff2677488c
PMID:33031384,Environmental_Earth,11,28ca882c42c9e239a5466a2f6565bfbce5654d5e870aa500343e231aa7eddf6d
PMID:40685907,Environmental_Earth,12,29743d7d31461f678e243d2f8553b367da99addc3a0e55c8b7e105c3b78f483c
PMID:36373930,Environmental_Earth,13,2bc168edb38c562d05f5ddacff347b8ee0d2b85b51ed5790ea896040e199feb8
PMID:32238776,Environmental_Earth,14,2e62019dd9ce28a760c7caf68b59f1bd9bae4f19aae20cf2b2b4b92c584960dd
PMID:36198779,Environmental_Earth,15,308cd6c416c52519109cbae89104a192b646d00aeacd9d84a4cc273f650ed186
PMID:35074869,Environmental_Earth,16,30e13c24fdbb1418ccb0d20059c3921c3497d46bc981d53be934b53f3fb341ba
PMID:36307440,Environmental_Earth,17,318d30060fc30d7456dbbb5f7af0c01bbdd0dac45a5c777afcbfa19a89984e61
PMID:33973299,Environmental_Earth,18,380c34208df70dcac0f76876c9a3bb5035a9e7deabd5cef618d6aacba6e3ccee
